Unnamed: 0,id,age,income,trip_frequency,travel_distance,g_per_km,trip_cost,travel_distance_exp,emissions_exp,age_exp,income_exp,gender_Male,reason_comfort,reason_safety,reason_travel time,reason_trip cost,reason_trip distance,reason_trip origin,status_Students,location_On campus,mode_transportation_Private,mode_transportation_Public Transport,mode_transportation_Taxi,mode_transportation_Walking,purpose_study,purpose_work,infrastructure_adequacy_yes,adoption_yes,adjusted_emissions
1034,1035,26-50,≤20k,1,21-40,18.6,60,37,19.0,27,15,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,47.0
1035,1036,51+,61k–80k,3,<=20,116.0,270,2,145.0,63,61,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,33.333333333333336
1036,1037,26-50,61k–80k,7,21-40,18.6,60,29,20.0,40,63,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,20.0
1037,1038,26-50,61k–80k,5,<=20,173.0,110,15,157.0,29,68,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,47.666666666666664
1038,1039,51+,61k–80k,4,41-60,0.0,0,47,0.0,69,63,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0.0
1039,1040,51+,81k-100k,7,21-40,116.0,330,31,146.0,61,94,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,146.0
1040,1041,26-50,61k–80k,7,<=20,18.6,20,1,17.0,40,79,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,17.0
1041,1042,26-50,61k–80k,7,<=20,116.0,270,3,142.0,48,62,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,142.0
1042,1043,26-50,41k–60k,6,41-60,18.6,100,47,22.0,44,50,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,22.0
1043,1044,51+,81k-100k,7,<=20,116.0,110,6,139.0,56,94,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,139.0
1044,1045,26-50,61k–80k,1,80+,173.0,1100,98,112.0,49,70,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,112.0
1045,1046,51+,61k–80k,7,21-40,173.0,330,31,142.0,64,67,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,34.0
1046,1047,26-50,41k–60k,1,21-40,116.0,330,23,112.0,38,43,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,112.0
1047,1048,26-50,61k–80k,3,41-60,173.0,550,56,189.0,39,73,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,189.0
1048,1049,26-50,>100k,6,<=20,173.0,110,16,168.0,39,138,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,168.0
1049,1050,26-50,61k–80k,2,61-80,116.0,4120,68,114.0,37,70,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,114.0
1050,1051,<=20,41k–60k,5,21-40,116.0,1920,39,166.0,22,47,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,166.0
1051,1052,26-50,61k–80k,2,80+,173.0,1100,84,93.0,45,74,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,93.0
1052,1053,<=20,41k–60k,7,21-40,50.0,90,23,106.0,19,49,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,106.0
1053,1054,26-50,≤20k,7,21-40,50.0,90,32,62.0,47,11,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,62.0
1054,1055,51+,41k–60k,3,<=20,116.0,110,10,106.0,66,59,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,47.0
1055,1056,26-50,61k–80k,5,<=20,0.0,0,2,0.0,45,69,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
1056,1057,26-50,41k–60k,5,41-60,18.6,100,52,14.0,36,43,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,36.333333333333336
1057,1058,26-50,≤20k,7,41-60,18.6,100,47,26.0,33,2,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,26.0
1058,1059,26-50,81k-100k,7,<=20,173.0,110,7,181.0,28,91,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,181.0
1059,1060,51+,41k–60k,7,21-40,18.6,60,27,24.0,60,54,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,24.0
1060,1061,51+,81k-100k,5,<=20,18.6,20,7,16.0,52,97,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,16.0
1061,1062,26-50,41k–60k,5,21-40,18.6,60,32,16.0,42,43,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,16.0
1062,1063,51+,41k–60k,4,21-40,18.6,60,29,12.0,64,42,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,12.0
1063,1064,51+,>100k,1,21-40,173.0,330,37,165.0,63,140,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,165.0
1064,1065,26-50,61k–80k,2,<=20,116.0,270,9,144.0,35,70,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,144.0
1065,1066,<=20,21k–40k,1,21-40,116.0,1920,28,129.0,22,24,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,38.333333333333336
1066,1067,26-50,61k–80k,7,<=20,116.0,270,8,114.0,43,61,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,114.0
1067,1068,26-50,61k–80k,2,80+,116.0,1100,89,139.0,26,63,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,139.0
1068,1069,26-50,>100k,7,<=20,173.0,110,14,148.0,42,134,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,148.0
1069,1070,<=20,21k–40k,7,80+,116.0,5770,91,131.0,23,31,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,131.0
1070,1071,26-50,61k–80k,5,21-40,116.0,330,23,95.0,38,69,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,36.333333333333336
1071,1072,51+,81k-100k,4,21-40,116.0,330,29,117.0,68,86,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,117.0
1072,1073,26-50,41k–60k,1,<=20,116.0,110,13,143.0,26,43,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,143.0
1073,1074,<=20,≤20k,2,41-60,18.6,100,56,25.0,24,11,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,25.0
1074,1075,26-50,>100k,1,41-60,173.0,550,57,137.0,34,143,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,137.0
1075,1076,26-50,61k–80k,4,21-40,18.6,60,30,27.0,35,79,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,27.0
1076,1077,26-50,81k-100k,4,<=20,18.6,20,11,25.0,46,98,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,25.0
1077,1078,<=20,21k–40k,4,80+,18.6,200,81,12.0,22,24,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,12.0
1078,1079,26-50,81k-100k,4,80+,173.0,1100,86,105.0,30,96,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,50.666666666666664
1079,1080,51+,>100k,7,21-40,18.6,60,23,22.0,69,102,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,22.0
1080,1081,26-50,≤20k,7,21-40,18.6,60,38,14.0,38,18,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,39.666666666666664
1081,1082,<=20,≤20k,1,21-40,18.6,60,23,19.0,23,12,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,19.0
1082,1083,26-50,61k–80k,7,21-40,173.0,330,31,121.0,46,63,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,121.0
1083,1084,<=20,21k–40k,4,<=20,18.6,20,9,15.0,23,28,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,51.666666666666664
1084,1085,<=20,≤20k,7,21-40,18.6,60,26,19.0,22,19,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,19.0
1085,1086,26-50,41k–60k,7,61-80,18.6,140,69,14.0,44,45,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,38.0
1086,1087,51+,41k–60k,1,<=20,173.0,110,10,114.0,60,54,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,114.0
1087,1088,<=20,41k–60k,6,21-40,0.0,0,26,0.0,24,43,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,0.0
1088,1089,26-50,61k–80k,7,80+,18.6,200,93,17.0,27,61,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,50.0
1089,1090,<=20,≤20k,3,<=20,18.6,20,15,26.0,22,10,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,26.0
1090,1091,26-50,≤20k,1,<=20,116.0,270,4,161.0,35,5,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,161.0
1091,1092,26-50,≤20k,7,61-80,18.6,140,77,17.0,48,8,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,17.0
1092,1093,26-50,41k–60k,2,<=20,116.0,110,15,116.0,27,58,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,116.0
1093,1094,<=20,≤20k,3,<=20,116.0,270,11,164.0,23,7,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,164.0
1094,1095,<=20,41k–60k,2,<=20,50.0,30,15,112.0,19,48,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,112.0
1095,1096,26-50,>100k,5,21-40,116.0,330,26,94.0,35,149,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,46.666666666666664
1096,1097,51+,41k–60k,7,80+,18.6,200,88,25.0,57,43,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,25.0
1097,1098,26-50,≤20k,7,21-40,50.0,90,28,72.0,47,7,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,72.0
1098,1099,51+,41k–60k,5,21-40,173.0,330,32,103.0,52,47,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,103.0
1099,1100,26-50,≤20k,1,21-40,18.6,60,34,19.0,40,5,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,40.333333333333336
1100,1101,26-50,41k–60k,3,41-60,0.0,0,55,0.0,41,46,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0.0
1101,1102,51+,41k–60k,4,<=20,116.0,270,13,159.0,57,42,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,53.0
1102,1103,51+,41k–60k,7,<=20,173.0,110,12,174.0,58,49,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,174.0
1103,1104,26-50,81k-100k,3,80+,116.0,1100,93,120.0,26,95,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,120.0
1104,1105,51+,81k-100k,7,80+,116.0,1100,98,133.0,62,99,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,133.0
1105,1106,<=20,21k–40k,7,<=20,116.0,270,4,102.0,22,28,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,40.0
1106,1107,51+,61k–80k,7,<=20,116.0,270,14,166.0,63,73,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,166.0
1107,1108,<=20,41k–60k,5,21-40,116.0,1920,21,119.0,21,56,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,45.666666666666664
1108,1109,26-50,>100k,7,<=20,18.6,20,5,27.0,33,141,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,27.0
1109,1110,26-50,41k–60k,3,41-60,18.6,100,49,12.0,39,43,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,12.0
1110,1111,26-50,41k–60k,5,<=20,116.0,110,9,179.0,47,55,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,179.0
1111,1112,26-50,61k–80k,2,<=20,116.0,110,17,178.0,27,63,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,178.0
1112,1113,26-50,41k–60k,2,21-40,116.0,1920,26,162.0,40,44,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,43.0
1113,1114,26-50,61k–80k,1,80+,116.0,5770,99,126.0,41,70,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,39.666666666666664
1114,1115,<=20,≤20k,7,21-40,18.6,60,32,16.0,23,19,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,16.0
1115,1116,51+,61k–80k,1,21-40,116.0,330,39,101.0,61,68,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,49.666666666666664
1116,1117,51+,41k–60k,3,80+,116.0,5770,85,120.0,61,45,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,120.0
1117,1118,26-50,61k–80k,6,21-40,173.0,330,22,179.0,26,68,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,179.0
1118,1119,51+,>100k,5,21-40,116.0,330,32,162.0,54,135,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,162.0
1119,1120,<=20,≤20k,5,21-40,18.6,60,24,17.0,18,9,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,17.0
1120,1121,51+,61k–80k,5,<=20,116.0,110,17,115.0,57,72,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,115.0
1121,1122,26-50,41k–60k,1,21-40,173.0,330,31,131.0,32,51,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,131.0
1122,1123,<=20,≤20k,3,21-40,18.6,60,31,15.0,24,5,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,15.0
1123,1124,26-50,61k–80k,5,<=20,18.6,20,14,12.0,49,68,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,12.0
1124,1125,26-50,41k–60k,1,<=20,18.6,20,9,27.0,29,52,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,27.0
1125,1126,51+,41k–60k,6,21-40,116.0,1920,32,158.0,53,55,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,158.0
1126,1127,51+,41k–60k,1,21-40,18.6,60,38,27.0,69,47,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,36.666666666666664
1127,1128,<=20,≤20k,3,<=20,18.6,20,9,17.0,24,9,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,17.0
1128,1129,26-50,81k-100k,3,<=20,18.6,20,6,21.0,34,98,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,21.0
1129,1130,51+,41k–60k,5,80+,173.0,1100,83,144.0,51,51,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,33.666666666666664
1130,1131,51+,61k–80k,7,21-40,116.0,1920,35,168.0,66,74,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,42.333333333333336
1131,1132,26-50,41k–60k,4,<=20,18.6,20,18,26.0,28,50,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,26.0
1132,1133,<=20,21k–40k,2,41-60,18.6,100,57,18.0,19,21,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,18.0
1133,1134,<=20,≤20k,7,<=20,18.6,20,16,15.0,21,2,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,15.0
1134,1135,26-50,61k–80k,4,41-60,116.0,550,52,180.0,39,73,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,180.0
1135,1136,26-50,>100k,2,41-60,18.6,100,44,12.0,39,111,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,51.666666666666664
1136,1137,26-50,>100k,3,41-60,173.0,550,52,177.0,36,115,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,177.0
1137,1138,26-50,≤20k,7,41-60,116.0,3020,57,129.0,45,6,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,True,37.333333333333336
1138,1139,26-50,81k-100k,2,<=20,18.6,20,3,27.0,44,86,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,27.0
1139,1140,51+,41k–60k,3,21-40,0.0,0,31,0.0,52,53,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.0
1140,1141,51+,>100k,1,<=20,18.6,20,11,26.0,68,136,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,26.0
1141,1142,26-50,≤20k,7,21-40,18.6,60,25,15.0,37,3,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,15.0
1142,1143,26-50,61k–80k,6,80+,18.6,200,93,13.0,40,77,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,13.0
1143,1144,51+,41k–60k,2,21-40,116.0,1920,37,168.0,55,58,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,168.0
1144,1145,26-50,41k–60k,4,80+,116.0,1100,98,170.0,27,55,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,170.0
1145,1146,26-50,81k-100k,1,<=20,173.0,110,4,135.0,47,90,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,135.0
1146,1147,26-50,>100k,1,21-40,173.0,330,35,124.0,38,115,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,124.0
1147,1148,26-50,61k–80k,1,<=20,18.6,20,17,23.0,39,66,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,23.0
1148,1149,51+,81k-100k,1,41-60,173.0,550,52,168.0,67,93,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,40.0
1149,1150,26-50,21k–40k,2,<=20,18.6,20,14,20.0,32,27,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,20.0
1150,1151,26-50,41k–60k,2,<=20,116.0,110,6,119.0,36,44,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,119.0
1151,1152,<=20,≤20k,2,<=20,18.6,20,5,17.0,22,18,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,41.333333333333336
1152,1153,26-50,41k–60k,7,41-60,173.0,550,41,128.0,44,57,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,128.0
1153,1154,26-50,61k–80k,2,<=20,173.0,110,1,139.0,40,68,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,36.0
1154,1155,51+,41k–60k,7,61-80,18.6,140,62,22.0,69,52,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,22.0
1155,1156,<=20,≤20k,7,<=20,116.0,270,2,156.0,24,19,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,156.0
1156,1157,26-50,≤20k,5,<=20,18.6,20,3,14.0,40,17,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,14.0
1157,1158,26-50,41k–60k,3,21-40,116.0,330,35,109.0,49,54,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,109.0
1158,1159,26-50,>100k,3,80+,116.0,1100,91,119.0,45,146,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,119.0
1159,1160,<=20,≤20k,1,<=20,116.0,270,7,122.0,24,14,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,48.333333333333336
1160,1161,26-50,61k–80k,5,<=20,18.6,20,18,17.0,39,64,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,51.333333333333336
1161,1162,<=20,≤20k,3,41-60,18.6,100,52,22.0,18,12,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,41.333333333333336
1162,1163,51+,61k–80k,4,21-40,173.0,330,28,155.0,60,64,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,155.0
1163,1164,51+,41k–60k,1,41-60,173.0,550,47,131.0,56,51,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,37.666666666666664
1164,1165,<=20,≤20k,6,<=20,0.0,0,13,0.0,21,5,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,0.0
1165,1166,26-50,41k–60k,5,21-40,18.6,60,38,21.0,48,47,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,21.0
1166,1167,<=20,≤20k,5,<=20,116.0,270,17,161.0,24,18,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,161.0
1167,1168,<=20,≤20k,7,21-40,18.6,60,30,14.0,21,17,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,14.0
1168,1169,<=20,≤20k,7,61-80,116.0,4120,63,146.0,18,5,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,42.0
1169,1170,26-50,61k–80k,7,61-80,18.6,140,69,13.0,33,75,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,13.0
1170,1171,51+,61k–80k,7,21-40,18.6,60,27,22.0,67,65,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,34.333333333333336
1171,1172,51+,61k–80k,5,80+,18.6,200,83,24.0,54,67,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,24.0
1172,1173,26-50,≤20k,7,<=20,18.6,20,19,15.0,28,2,True,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,15.0
1173,1174,<=20,21k–40k,7,<=20,18.6,20,17,27.0,23,28,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,33.333333333333336
1174,1175,51+,41k–60k,7,21-40,116.0,330,24,126.0,57,49,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,54.333333333333336
1175,1176,26-50,81k-100k,7,21-40,116.0,1920,38,168.0,45,97,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,168.0
1176,1177,26-50,81k-100k,7,<=20,173.0,110,8,112.0,47,81,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,112.0
1177,1178,26-50,≤20k,4,21-40,116.0,1920,28,150.0,49,2,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,150.0
1178,1179,26-50,41k–60k,2,21-40,18.6,60,22,25.0,44,51,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,25.0
1179,1180,26-50,61k–80k,7,41-60,116.0,550,49,156.0,45,66,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,156.0
1180,1181,51+,41k–60k,1,61-80,18.6,140,65,14.0,66,45,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,14.0
1181,1182,51+,41k–60k,1,21-40,116.0,330,27,153.0,67,50,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,153.0
1182,1183,26-50,≤20k,7,<=20,50.0,30,8,115.0,44,13,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,115.0
1183,1184,26-50,41k–60k,3,21-40,0.0,0,30,0.0,49,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,0.0
1184,1185,26-50,61k–80k,3,41-60,18.6,100,48,13.0,44,71,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,13.0
1185,1186,51+,81k-100k,3,<=20,18.6,20,2,16.0,54,84,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,16.0
1186,1187,26-50,41k–60k,4,21-40,18.6,60,38,23.0,34,58,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,35.666666666666664
1187,1188,26-50,>100k,7,80+,173.0,1100,82,160.0,41,109,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,160.0
1188,1189,26-50,>100k,6,21-40,116.0,330,34,158.0,38,139,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,158.0
1189,1190,<=20,41k–60k,5,<=20,18.6,20,9,26.0,18,53,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,26.0
1190,1191,26-50,81k-100k,5,<=20,18.6,20,9,18.0,42,81,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,18.0
1191,1192,26-50,61k–80k,7,21-40,50.0,90,31,87.0,48,66,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,87.0
1192,1193,26-50,41k–60k,5,80+,116.0,1100,99,126.0,28,58,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,126.0
1193,1194,26-50,61k–80k,5,21-40,116.0,330,32,119.0,43,62,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,44.0
1194,1195,<=20,≤20k,5,21-40,18.6,60,33,15.0,21,12,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,15.0
1195,1196,26-50,81k-100k,7,41-60,18.6,100,45,20.0,43,81,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,20.0
1196,1197,51+,>100k,4,41-60,173.0,550,44,98.0,65,129,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,45.333333333333336
1197,1198,<=20,≤20k,6,21-40,18.6,60,34,25.0,19,19,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,25.0
1198,1199,26-50,41k–60k,3,<=20,18.6,20,17,19.0,46,57,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,19.0
1199,1200,26-50,≤20k,3,41-60,116.0,3020,59,148.0,34,9,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,56.0
1200,1201,26-50,41k–60k,5,21-40,116.0,1920,34,114.0,26,51,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,114.0
1201,1202,26-50,61k–80k,1,<=20,116.0,110,19,127.0,47,61,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,127.0
1202,1203,26-50,61k–80k,3,<=20,50.0,30,11,114.0,29,77,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,114.0
1203,1204,51+,81k-100k,1,80+,173.0,1100,88,134.0,62,87,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,134.0
1204,1205,51+,61k–80k,5,21-40,116.0,330,22,117.0,62,64,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,56.333333333333336
1205,1206,51+,>100k,7,80+,18.6,200,89,26.0,60,137,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,26.0
1206,1207,51+,61k–80k,2,<=20,18.6,20,6,22.0,59,71,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,39.0
1207,1208,26-50,81k-100k,3,21-40,50.0,90,30,87.0,42,89,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,87.0
1208,1209,26-50,41k–60k,4,<=20,173.0,110,17,140.0,40,56,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,140.0
1209,1210,<=20,21k–40k,3,<=20,50.0,30,2,91.0,24,37,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,91.0
1210,1211,26-50,61k–80k,5,21-40,116.0,330,32,186.0,27,64,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,186.0
1211,1212,<=20,≤20k,5,21-40,18.6,60,30,20.0,21,18,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,20.0
1212,1213,26-50,41k–60k,7,61-80,18.6,140,72,17.0,49,46,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,17.0
1213,1214,26-50,>100k,1,21-40,116.0,1920,21,130.0,31,135,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,55.333333333333336
1214,1215,51+,41k–60k,7,21-40,173.0,330,26,116.0,65,54,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,48.0
