,id,age,gender,location,status,income,purpose,infrastructure_adequacy,trip_frequency,mode_transportation,reason,travel_distance,g_per_km,trip_cost,adoption
994,995,26-50,Male,On campus,Students,≤20k,both,yes,Daily,Walking,trip distance,21-40,0.0,0,no
995,996,26-50,Male,Off campus,Staff,>100k,work,yes,2,Private,comfort,<=20,116.0,110,yes
996,997,26-50,Female,On campus,Students,21k–40k,study,yes,Daily,Public Transport,safety,21-40,18.6,60,yes
997,998,26-50,Male,Off campus,Staff,81k-100k,work,yes,6,Private,car ownership,80+,173.0,1100,no
998,999,26-50,Female,Off campus,Staff,61k–80k,work,no,Daily,Taxi,car ownership,21-40,116.0,1920,no
999,1000,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Public Transport,trip cost,21-40,18.6,60,no
1000,1001,26-50,Male,Off campus,Staff,>100k,work,no,5,Private,travel time,<=20,116.0,110,no
1001,1002,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Private,car ownership,<=20,116.0,110,no
1002,1003,26-50,Female,Off campus,Staff,>100k,work,no,4,Private,travel time,<=20,116.0,110,no
1003,1004,26-50,Female,Off campus,Staff,61k–80k,work,yes,1,Taxi,comfort,61-80,116.0,4120,no
1004,1005,26-50,Female,Off campus,Staff,41k–60k,work,no,3,Public Transport,trip cost,<=20,18.6,20,no
1005,1006,26-50,Male,Off campus,Students,21k–40k,study,no,Daily,Public Transport,travel time,21-40,18.6,60,yes
1006,1007,26-50,Male,Off campus,Staff,>100k,work,yes,Daily,Public Transport,safety,<=20,18.6,20,no
1007,1008,51+,Female,On campus,Staff,>100k,work,yes,3,Public Transport,trip cost,61-80,18.6,140,no
1008,1009,<=20,Male,Off campus,Students,≤20k,study,no,2,Taxi,comfort,<=20,116.0,270,no
1009,1010,26-50,Male,On campus,Staff,41k–60k,work,no,3,Private,comfort,21-40,173.0,330,no
1010,1011,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Public Transport,travel time,21-40,18.6,60,yes
1011,1012,26-50,Female,Off campus,Staff,61k–80k,work,no,1,Public Transport,trip cost,21-40,18.6,60,no
1012,1013,51+,Female,Off campus,Staff,81k-100k,both,yes,Daily,Private,travel time,21-40,173.0,330,no
1013,1014,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Taxi,comfort,<=20,116.0,270,no
1014,1015,26-50,Male,Off campus,Students,41k–60k,both,yes,Daily,Taxi,comfort,61-80,116.0,4120,no
1015,1016,26-50,Female,Off campus,Students,21k–40k,both,no,Daily,Taxi,car ownership,80+,116.0,5770,no
1016,1017,<=20,Male,Off campus,Students,21k–40k,study,yes,Daily,Taxi,trip origin,21-40,116.0,1920,no
1017,1018,51+,Male,Off campus,Staff,61k–80k,work,yes,5,Private,trip origin,<=20,173.0,110,no
1018,1019,26-50,Female,On campus,Staff,61k–80k,work,no,Daily,Private,comfort,<=20,173.0,110,yes
1019,1020,51+,Male,Off campus,Staff,>100k,work,no,3,Private,safety,61-80,116.0,770,no
1020,1021,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,car ownership,21-40,116.0,330,no
1021,1022,26-50,Male,Off campus,Staff,81k-100k,work,yes,5,Public Transport,safety,61-80,18.6,140,no
1022,1023,51+,Female,Off campus,Staff,>100k,work,yes,2,Private,trip origin,41-60,173.0,550,no
1023,1024,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,80+,18.6,200,yes
1024,1025,26-50,Female,On campus,Staff,61k–80k,work,no,2,Private,travel time,80+,173.0,1100,no
1025,1026,26-50,Male,Off campus,Staff,41k–60k,both,yes,1,Public Transport,safety,61-80,18.6,140,yes
1026,1027,<=20,Female,Off campus,Students,≤20k,study,no,3,Taxi,car ownership,21-40,116.0,1920,no
1027,1028,<=20,Female,Off campus,Students,≤20k,study,no,Daily,Public Transport,travel time,21-40,18.6,60,yes
1028,1029,51+,Male,Off campus,Staff,41k–60k,work,yes,6,Private,car ownership,21-40,116.0,330,no
1029,1030,<=20,Female,Off campus,Students,≤20k,study,yes,1,Taxi,trip origin,21-40,116.0,1920,no
1030,1031,<=20,Male,On campus,Students,≤20k,study,yes,Daily,Walking,trip distance,21-40,0.0,0,no
1031,1032,26-50,Male,Off campus,Staff,61k–80k,both,yes,3,Private,travel time,<=20,116.0,110,no
1032,1033,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Public Transport,trip cost,41-60,18.6,100,no
1033,1034,51+,Male,On campus,Staff,41k–60k,both,no,5,Private,comfort,21-40,116.0,330,yes
1034,1035,26-50,Male,Off campus,Students,≤20k,study,yes,1,Public Transport,trip cost,21-40,18.6,60,yes
1035,1036,51+,Male,Off campus,Staff,61k–80k,work,no,3,Taxi,comfort,<=20,116.0,270,no
1036,1037,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
1037,1038,26-50,Female,Off campus,Staff,61k–80k,work,yes,5,Private,comfort,<=20,116.0,110,yes
1038,1039,51+,Male,On campus,Staff,61k–80k,both,no,4,Walking,trip cost,41-60,0.0,0,no
1039,1040,51+,Male,Off campus,Staff,81k-100k,work,yes,Daily,Private,comfort,21-40,116.0,330,no
1040,1041,26-50,Male,On campus,Staff,61k–80k,work,yes,Daily,Public Transport,travel time,<=20,18.6,20,no
1041,1042,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,trip origin,<=20,173.0,110,no
1042,1043,26-50,Male,On campus,Students,41k–60k,study,yes,6,Public Transport,safety,41-60,18.6,100,no
1043,1044,51+,Male,Off campus,Staff,81k-100k,work,no,Daily,Private,safety,<=20,116.0,110,no
1044,1045,26-50,Female,Off campus,Staff,61k–80k,work,yes,1,Private,safety,80+,116.0,1100,no
1045,1046,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,travel time,21-40,173.0,330,yes
1046,1047,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Private,car ownership,21-40,173.0,330,no
1047,1048,26-50,Male,Off campus,Staff,61k–80k,work,no,3,Private,travel time,41-60,116.0,550,no
1048,1049,26-50,Female,Off campus,Staff,>100k,work,yes,6,Private,safety,<=20,173.0,110,no
1049,1050,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Private,comfort,61-80,116.0,770,no
1050,1051,<=20,Female,Off campus,Students,41k–60k,both,yes,5,Taxi,trip origin,21-40,116.0,1920,yes
1051,1052,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Private,comfort,80+,173.0,1100,no
1052,1053,<=20,Female,Off campus,Students,41k–60k,study,yes,Daily,Motorcycle,trip cost,21-40,50.0,90,no
1053,1054,26-50,Female,Off campus,Students,≤20k,both,yes,Daily,Motorcycle,trip cost,21-40,50.0,90,no
1054,1055,51+,Female,Off campus,Staff,41k–60k,work,yes,3,Private,trip origin,<=20,173.0,110,no
1055,1056,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Walking,trip distance,<=20,0.0,0,no
1056,1057,26-50,Female,Off campus,Staff,41k–60k,work,yes,5,Public Transport,safety,41-60,18.6,100,yes
1057,1058,26-50,Male,On campus,Students,≤20k,study,no,Daily,Public Transport,travel time,41-60,18.6,100,no
1058,1059,26-50,Male,On campus,Staff,81k-100k,work,no,Daily,Private,travel time,<=20,173.0,110,no
1059,1060,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1060,1061,51+,Female,Off campus,Staff,81k-100k,work,yes,5,Public Transport,trip cost,<=20,18.6,20,no
1061,1062,26-50,Female,On campus,Staff,41k–60k,work,yes,5,Public Transport,travel time,21-40,18.6,60,no
1062,1063,51+,Female,Off campus,Staff,41k–60k,work,no,4,Public Transport,trip cost,21-40,18.6,60,no
1063,1064,51+,Male,Off campus,Staff,>100k,work,yes,1,Private,car ownership,21-40,116.0,330,no
1064,1065,26-50,Male,Off campus,Staff,61k–80k,work,no,2,Private,trip origin,<=20,173.0,110,no
1065,1066,<=20,Female,Off campus,Students,21k–40k,study,yes,1,Taxi,trip origin,21-40,116.0,1920,no
1066,1067,26-50,Male,On campus,Staff,61k–80k,work,yes,Daily,Taxi,trip origin,<=20,116.0,270,no
1067,1068,26-50,Male,Off campus,Staff,61k–80k,work,no,2,Private,car ownership,80+,173.0,1100,yes
1068,1069,26-50,Male,Off campus,Staff,>100k,work,no,Daily,Private,car ownership,<=20,116.0,110,no
1069,1070,<=20,Male,Off campus,Students,21k–40k,both,no,Daily,Private,trip origin,80+,116.0,1100,no
1070,1071,26-50,Male,Off campus,Staff,61k–80k,both,yes,5,Private,comfort,21-40,173.0,330,yes
1071,1072,51+,Male,Off campus,Staff,81k-100k,work,yes,4,Private,car ownership,21-40,173.0,330,no
1072,1073,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Private,comfort,<=20,116.0,110,no
1073,1074,<=20,Male,Off campus,Students,≤20k,study,yes,2,Public Transport,trip cost,41-60,18.6,100,no
1074,1075,26-50,Female,Off campus,Staff,>100k,both,yes,1,Private,car ownership,41-60,173.0,550,no
1075,1076,26-50,Male,Off campus,Staff,61k–80k,work,yes,4,Public Transport,trip cost,21-40,18.6,60,no
1076,1077,26-50,Male,Off campus,Staff,81k-100k,work,yes,4,Public Transport,trip cost,<=20,18.6,20,yes
1077,1078,<=20,Male,On campus,Students,21k–40k,study,yes,4,Public Transport,travel time,80+,18.6,200,no
1078,1079,26-50,Male,On campus,Staff,81k-100k,work,no,4,Private,comfort,80+,116.0,1100,no
1079,1080,51+,Female,Off campus,Staff,>100k,work,no,Daily,Public Transport,trip cost,21-40,18.6,60,no
1080,1081,26-50,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,safety,21-40,18.6,60,no
1081,1082,<=20,Male,Off campus,Students,≤20k,study,yes,1,Public Transport,safety,21-40,18.6,60,no
1082,1083,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,car ownership,21-40,116.0,330,no
1083,1084,<=20,Female,Off campus,Students,21k–40k,study,no,4,Public Transport,safety,<=20,18.6,20,no
1084,1085,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1085,1086,26-50,Male,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,trip cost,61-80,18.6,140,no
1086,1087,51+,Male,Off campus,Staff,41k–60k,work,no,1,Private,safety,<=20,173.0,110,no
1087,1088,<=20,Male,On campus,Students,41k–60k,study,yes,6,Walking,trip cost,21-40,0.0,0,no
1088,1089,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,travel time,80+,18.6,200,no
1089,1090,<=20,Male,Off campus,Students,≤20k,study,no,3,Public Transport,travel time,<=20,18.6,20,yes
1090,1091,26-50,Female,Off campus,Students,≤20k,study,yes,1,Taxi,trip origin,<=20,116.0,270,no
1091,1092,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,61-80,18.6,140,no
1092,1093,26-50,Male,Off campus,Staff,41k–60k,work,no,2,Private,comfort,<=20,116.0,110,yes
1093,1094,<=20,Male,Off campus,Students,≤20k,study,yes,3,Taxi,car ownership,<=20,116.0,270,no
1094,1095,<=20,Male,On campus,Students,41k–60k,study,no,2,Motorcycle,travel time,<=20,50.0,30,no
1095,1096,26-50,Male,Off campus,Staff,>100k,work,no,5,Private,comfort,21-40,116.0,330,no
1096,1097,51+,Male,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,safety,80+,18.6,200,no
1097,1098,26-50,Male,On campus,Students,≤20k,study,yes,Daily,Motorcycle,trip distance,21-40,50.0,90,no
1098,1099,51+,Female,On campus,Staff,41k–60k,work,yes,5,Private,car ownership,21-40,116.0,330,no
1099,1100,26-50,Male,Off campus,Students,≤20k,study,yes,1,Public Transport,travel time,21-40,18.6,60,no
1100,1101,26-50,Male,On campus,Staff,41k–60k,work,no,3,Walking,trip cost,41-60,0.0,0,no
1101,1102,51+,Female,Off campus,Staff,41k–60k,work,no,4,Private,comfort,<=20,173.0,110,no
1102,1103,51+,Female,Off campus,Staff,41k–60k,work,yes,Daily,Private,car ownership,<=20,116.0,110,no
1103,1104,26-50,Female,Off campus,Staff,81k-100k,work,yes,3,Private,trip origin,80+,173.0,1100,no
1104,1105,51+,Female,Off campus,Staff,81k-100k,both,yes,Daily,Private,comfort,80+,116.0,1100,no
1105,1106,<=20,Male,Off campus,Students,21k–40k,both,no,Daily,Taxi,comfort,<=20,116.0,270,yes
1106,1107,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Private,trip origin,<=20,173.0,110,no
1107,1108,<=20,Female,On campus,Students,41k–60k,study,no,5,Taxi,trip origin,21-40,116.0,1920,no
1108,1109,26-50,Male,Off campus,Staff,>100k,work,no,Daily,Public Transport,trip cost,<=20,18.6,20,no
1109,1110,26-50,Male,Off campus,Staff,41k–60k,work,no,3,Public Transport,travel time,41-60,18.6,100,no
1110,1111,26-50,Female,Off campus,Staff,41k–60k,work,no,5,Private,safety,<=20,116.0,110,no
1111,1112,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Private,comfort,<=20,173.0,110,yes
1112,1113,26-50,Male,Off campus,Staff,41k–60k,both,yes,2,Taxi,trip origin,21-40,116.0,1920,no
1113,1114,26-50,Male,On campus,Staff,61k–80k,work,no,1,Private,comfort,80+,173.0,1100,yes
1114,1115,<=20,Male,On campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
1115,1116,51+,Male,Off campus,Staff,61k–80k,work,yes,1,Private,comfort,21-40,116.0,330,no
1116,1117,51+,Male,Off campus,Staff,41k–60k,work,yes,3,Private,car ownership,80+,116.0,1100,yes
1117,1118,26-50,Female,On campus,Staff,61k–80k,both,yes,6,Private,travel time,21-40,116.0,330,yes
1118,1119,51+,Male,Off campus,Staff,>100k,work,yes,5,Private,car ownership,21-40,116.0,330,no
1119,1120,<=20,Male,Off campus,Students,≤20k,study,yes,5,Public Transport,travel time,21-40,18.6,60,no
1120,1121,51+,Female,Off campus,Staff,61k–80k,work,yes,5,Private,car ownership,<=20,116.0,110,no
1121,1122,26-50,Female,Off campus,Staff,41k–60k,work,yes,1,Private,comfort,21-40,173.0,330,no
1122,1123,<=20,Female,On campus,Students,≤20k,study,yes,3,Public Transport,travel time,21-40,18.6,60,no
1123,1124,26-50,Female,Off campus,Staff,61k–80k,work,no,5,Public Transport,safety,<=20,18.6,20,no
1124,1125,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Public Transport,safety,<=20,18.6,20,no
1125,1126,51+,Male,Off campus,Staff,41k–60k,work,yes,6,Private,travel time,21-40,173.0,330,no
1126,1127,51+,Male,Off campus,Staff,41k–60k,work,yes,1,Public Transport,trip cost,21-40,18.6,60,no
1127,1128,<=20,Male,On campus,Students,≤20k,study,yes,3,Public Transport,safety,<=20,18.6,20,yes
1128,1129,26-50,Male,Off campus,Staff,81k-100k,both,yes,3,Public Transport,trip cost,<=20,18.6,20,no
1129,1130,51+,Male,Off campus,Staff,41k–60k,work,no,5,Private,travel time,80+,116.0,1100,yes
1130,1131,51+,Female,Off campus,Staff,61k–80k,work,no,Daily,Taxi,safety,21-40,116.0,1920,yes
1131,1132,26-50,Male,Off campus,Staff,41k–60k,both,yes,4,Public Transport,trip cost,<=20,18.6,20,no
1132,1133,<=20,Male,Off campus,Students,21k–40k,both,yes,2,Public Transport,trip cost,41-60,18.6,100,no
1133,1134,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,<=20,18.6,20,yes
1134,1135,26-50,Male,Off campus,Staff,61k–80k,work,no,4,Private,travel time,41-60,116.0,550,no
1135,1136,26-50,Male,Off campus,Staff,>100k,work,no,2,Public Transport,trip cost,41-60,18.6,100,no
1136,1137,26-50,Female,Off campus,Staff,>100k,work,yes,3,Private,safety,41-60,116.0,550,yes
1137,1138,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,trip origin,41-60,116.0,3020,no
1138,1139,26-50,Male,Off campus,Staff,81k-100k,work,no,2,Public Transport,trip cost,<=20,18.6,20,no
1139,1140,51+,Male,On campus,Staff,41k–60k,work,no,3,Walking,trip distance,21-40,0.0,0,no
1140,1141,51+,Female,Off campus,Staff,>100k,work,yes,1,Public Transport,safety,<=20,18.6,20,yes
1141,1142,26-50,Male,Off campus,Students,≤20k,both,no,Daily,Public Transport,trip cost,21-40,18.6,60,no
1142,1143,26-50,Male,Off campus,Staff,61k–80k,work,yes,6,Public Transport,trip cost,80+,18.6,200,no
1143,1144,51+,Male,Off campus,Staff,41k–60k,work,yes,2,Taxi,trip origin,21-40,116.0,1920,no
1144,1145,26-50,Male,Off campus,Staff,41k–60k,work,no,4,Private,trip origin,80+,116.0,1100,yes
1145,1146,26-50,Female,Off campus,Staff,81k-100k,both,yes,1,Private,trip origin,<=20,173.0,110,no
1146,1147,26-50,Female,Off campus,Staff,>100k,work,no,1,Private,car ownership,21-40,173.0,330,no
1147,1148,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Public Transport,safety,<=20,18.6,20,no
1148,1149,51+,Female,Off campus,Staff,81k-100k,both,yes,1,Private,safety,41-60,116.0,550,no
1149,1150,26-50,Female,Off campus,Students,21k–40k,study,yes,2,Public Transport,trip cost,<=20,18.6,20,no
1150,1151,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Private,travel time,<=20,116.0,110,no
1151,1152,<=20,Female,Off campus,Students,≤20k,both,yes,2,Public Transport,safety,<=20,18.6,20,yes
1152,1153,26-50,Male,Off campus,Staff,41k–60k,both,no,Daily,Private,trip origin,41-60,173.0,550,yes
1153,1154,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Private,trip origin,<=20,116.0,110,no
1154,1155,51+,Male,Off campus,Staff,41k–60k,work,no,Daily,Public Transport,trip cost,61-80,18.6,140,yes
1155,1156,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Taxi,trip origin,<=20,116.0,270,no
1156,1157,26-50,Male,Off campus,Students,≤20k,study,no,5,Public Transport,travel time,<=20,18.6,20,no
1157,1158,26-50,Female,On campus,Staff,41k–60k,work,yes,3,Private,travel time,21-40,116.0,330,no
1158,1159,26-50,Female,Off campus,Staff,>100k,work,yes,3,Private,safety,80+,173.0,1100,no
1159,1160,<=20,Male,Off campus,Students,≤20k,study,yes,1,Taxi,comfort,<=20,116.0,270,no
1160,1161,26-50,Female,Off campus,Staff,61k–80k,work,yes,5,Public Transport,trip cost,<=20,18.6,20,yes
1161,1162,<=20,Male,On campus,Students,≤20k,study,yes,3,Public Transport,trip cost,41-60,18.6,100,no
1162,1163,51+,Male,Off campus,Staff,61k–80k,work,yes,4,Private,travel time,21-40,173.0,330,no
1163,1164,51+,Female,Off campus,Staff,41k–60k,work,no,1,Private,comfort,41-60,116.0,550,no
1164,1165,<=20,Male,On campus,Students,≤20k,study,no,6,Walking,trip distance,<=20,0.0,0,no
1165,1166,26-50,Female,Off campus,Staff,41k–60k,work,no,5,Public Transport,trip cost,21-40,18.6,60,no
1166,1167,<=20,Female,Off campus,Students,≤20k,study,yes,5,Taxi,car ownership,<=20,116.0,270,no
1167,1168,<=20,Male,On campus,Students,≤20k,study,no,Daily,Public Transport,trip cost,21-40,18.6,60,no
1168,1169,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Taxi,safety,61-80,116.0,4120,yes
1169,1170,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,travel time,61-80,18.6,140,no
1170,1171,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,no
1171,1172,51+,Female,Off campus,Staff,61k–80k,work,yes,5,Public Transport,travel time,80+,18.6,200,no
1172,1173,26-50,Male,On campus,Students,≤20k,both,yes,Daily,Public Transport,trip cost,<=20,18.6,20,yes
1173,1174,<=20,Male,On campus,Students,21k–40k,study,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
1174,1175,51+,Male,On campus,Staff,41k–60k,both,yes,Daily,Private,safety,21-40,173.0,330,no
1175,1176,26-50,Male,On campus,Staff,81k-100k,work,no,Daily,Taxi,travel time,21-40,116.0,1920,no
1176,1177,26-50,Female,Off campus,Staff,81k-100k,work,yes,Daily,Private,comfort,<=20,116.0,110,no
1177,1178,26-50,Male,Off campus,Students,≤20k,study,yes,4,Taxi,travel time,21-40,116.0,1920,no
1178,1179,26-50,Female,Off campus,Staff,41k–60k,work,no,2,Public Transport,trip cost,21-40,18.6,60,no
1179,1180,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Private,car ownership,41-60,173.0,550,no
1180,1181,51+,Female,On campus,Staff,41k–60k,work,no,1,Public Transport,trip cost,61-80,18.6,140,no
1181,1182,51+,Male,Off campus,Staff,41k–60k,work,yes,1,Private,travel time,21-40,116.0,330,no
1182,1183,26-50,Male,Off campus,Students,≤20k,both,yes,Daily,Motorcycle,trip distance,<=20,50.0,30,no
1183,1184,26-50,Female,Off campus,Staff,41k–60k,work,yes,3,Walking,trip distance,21-40,0.0,0,no
1184,1185,26-50,Male,Off campus,Staff,61k–80k,work,yes,3,Public Transport,trip cost,41-60,18.6,100,no
1185,1186,51+,Female,Off campus,Staff,81k-100k,work,yes,3,Public Transport,trip cost,<=20,18.6,20,yes
1186,1187,26-50,Male,Off campus,Staff,41k–60k,work,yes,4,Public Transport,travel time,21-40,18.6,60,no
1187,1188,26-50,Male,Off campus,Staff,>100k,work,no,Daily,Private,comfort,80+,173.0,1100,yes
1188,1189,26-50,Male,Off campus,Staff,>100k,work,yes,6,Private,car ownership,21-40,173.0,330,no
1189,1190,<=20,Male,Off campus,Students,41k–60k,study,yes,5,Public Transport,safety,<=20,18.6,20,no
1190,1191,26-50,Male,Off campus,Staff,81k-100k,both,yes,5,Public Transport,trip cost,<=20,18.6,20,no
1191,1192,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Motorcycle,trip cost,21-40,50.0,90,no
1192,1193,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Private,car ownership,80+,116.0,1100,no
1193,1194,26-50,Male,Off campus,Staff,61k–80k,work,yes,5,Private,trip origin,21-40,173.0,330,no
1194,1195,<=20,Male,Off campus,Students,≤20k,study,yes,5,Public Transport,safety,21-40,18.6,60,no
1195,1196,26-50,Female,Off campus,Staff,81k-100k,work,yes,Daily,Public Transport,trip cost,41-60,18.6,100,no
1196,1197,51+,Female,Off campus,Staff,>100k,work,yes,4,Private,safety,41-60,173.0,550,yes
1197,1198,<=20,Female,Off campus,Students,≤20k,both,yes,6,Public Transport,safety,21-40,18.6,60,yes
1198,1199,26-50,Female,On campus,Staff,41k–60k,work,yes,3,Public Transport,safety,<=20,18.6,20,yes
1199,1200,26-50,Male,Off campus,Students,≤20k,study,no,3,Taxi,comfort,41-60,116.0,3020,no
1200,1201,26-50,Female,Off campus,Staff,41k–60k,work,yes,5,Private,comfort,21-40,116.0,330,no
1201,1202,26-50,Male,Off campus,Staff,61k–80k,work,no,1,Private,trip origin,<=20,173.0,110,no
1202,1203,26-50,Male,On campus,Staff,61k–80k,work,yes,3,Motorcycle,travel time,<=20,50.0,30,no
1203,1204,51+,Male,Off campus,Staff,81k-100k,work,yes,1,Private,trip origin,80+,173.0,1100,yes
1204,1205,51+,Male,Off campus,Staff,61k–80k,work,yes,5,Private,comfort,21-40,173.0,330,no
1205,1206,51+,Female,Off campus,Staff,>100k,work,yes,Daily,Public Transport,trip cost,80+,18.6,200,yes
1206,1207,51+,Male,Off campus,Staff,61k–80k,work,yes,2,Public Transport,travel time,<=20,18.6,20,no
1207,1208,26-50,Male,Off campus,Staff,81k-100k,work,yes,3,Motorcycle,travel time,21-40,50.0,90,no
1208,1209,26-50,Male,Off campus,Staff,41k–60k,work,no,4,Private,comfort,<=20,116.0,110,no
1209,1210,<=20,Female,Off campus,Students,21k–40k,study,no,3,Motorcycle,trip distance,<=20,50.0,30,no
1210,1211,26-50,Male,On campus,Staff,61k–80k,both,no,5,Private,car ownership,21-40,116.0,330,yes
1211,1212,<=20,Male,Off campus,Students,≤20k,study,yes,5,Public Transport,travel time,21-40,18.6,60,no
1212,1213,26-50,Male,On campus,Staff,41k–60k,both,yes,Daily,Public Transport,travel time,61-80,18.6,140,no
1213,1214,26-50,Female,Off campus,Staff,>100k,work,yes,1,Taxi,travel time,21-40,116.0,1920,no
1214,1215,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,trip origin,21-40,116.0,330,no
1215,1216,26-50,Male,On campus,Staff,61k–80k,work,yes,Daily,Private,comfort,80+,116.0,1100,no
1216,1217,26-50,Male,On campus,Staff,41k–60k,both,yes,2,Walking,trip cost,<=20,0.0,0,no
1217,1218,26-50,Male,On campus,Staff,61k–80k,work,no,5,Private,safety,<=20,173.0,110,no
1218,1219,<=20,Male,Off campus,Students,21k–40k,study,yes,5,Public Transport,safety,<=20,18.6,20,no
1219,1220,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,safety,21-40,116.0,1920,no
1220,1221,<=20,Female,Off campus,Students,≤20k,both,yes,Daily,Taxi,car ownership,41-60,116.0,3020,no
1221,1222,26-50,Male,On campus,Staff,>100k,both,yes,3,Walking,trip cost,<=20,0.0,0,no
1222,1223,26-50,Male,On campus,Students,21k–40k,both,no,2,Walking,trip cost,<=20,0.0,0,no
1223,1224,51+,Female,On campus,Staff,81k-100k,both,yes,Daily,Walking,trip cost,<=20,0.0,0,no
1224,1225,26-50,Male,On campus,Staff,61k–80k,work,no,5,Private,car ownership,21-40,116.0,330,no
1225,1226,<=20,Male,Off campus,Students,≤20k,study,yes,5,Taxi,safety,<=20,116.0,270,yes
1226,1227,51+,Male,Off campus,Staff,61k–80k,work,yes,1,Private,car ownership,<=20,116.0,110,no
1227,1228,51+,Male,Off campus,Staff,81k-100k,work,no,5,Private,comfort,21-40,116.0,330,yes
1228,1229,<=20,Female,On campus,Students,≤20k,both,yes,1,Public Transport,trip cost,61-80,18.6,140,yes
1229,1230,26-50,Male,Off campus,Staff,41k–60k,both,yes,4,Public Transport,travel time,21-40,18.6,60,yes
1230,1231,51+,Female,Off campus,Staff,41k–60k,work,yes,1,Taxi,car ownership,21-40,116.0,1920,yes
1231,1232,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,comfort,<=20,116.0,270,yes
1232,1233,26-50,Male,Off campus,Staff,81k-100k,both,no,5,Private,travel time,80+,116.0,1100,yes
1233,1234,26-50,Male,On campus,Staff,41k–60k,work,no,1,Public Transport,safety,21-40,18.6,60,no
1234,1235,26-50,Male,Off campus,Staff,61k–80k,work,no,4,Public Transport,safety,80+,18.6,200,yes
1235,1236,<=20,Male,Off campus,Students,41k–60k,study,yes,1,Public Transport,trip cost,80+,18.6,200,yes
1236,1237,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Private,trip origin,61-80,173.0,770,no
1237,1238,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,comfort,<=20,116.0,270,yes
1238,1239,<=20,Female,Off campus,Students,41k–60k,study,no,2,Public Transport,trip cost,21-40,18.6,60,yes
1239,1240,26-50,Male,Off campus,Staff,>100k,work,no,3,Public Transport,trip cost,<=20,18.6,20,no
1240,1241,26-50,Female,Off campus,Staff,41k–60k,both,yes,Daily,Public Transport,safety,80+,18.6,200,yes
1241,1242,51+,Female,Off campus,Staff,41k–60k,work,yes,3,Private,car ownership,61-80,173.0,770,no
1242,1243,26-50,Female,Off campus,Staff,41k–60k,work,yes,3,Private,comfort,80+,116.0,1100,no
1243,1244,26-50,Female,Off campus,Staff,81k-100k,both,yes,3,Public Transport,trip cost,21-40,18.6,60,no
1244,1245,26-50,Female,Off campus,Staff,81k-100k,work,yes,2,Walking,trip distance,<=20,0.0,0,no
